name,companyType,employeeCountRange,foundedYear,industries,numFollowers,specialties,squareLogoUrl,websiteUrl,group
AQMetrics,Privately Held,11-50,2012,Financial Services,more than 1000,"AI,Market Surveillance,Regulatory Reporting,Consulting,Data Analytics,Form ADV,MiFID II,Form PF,AIFMD,CPO-PQR,Albourne OPERA,13F,Solvency II,KYD,Annex IV.",https://media.licdn.com/dms/image/C4D0BAQGKBbGUjFbsIg/company-logo_200_200/0?e=2132524800&v=beta&t=4SQeveV6fFVv7YPptP2nVxr_sFmJ0Nn6oQs5dsub7HE,www.aqmetrics.com,Financial
Cairn PLC,Public Company,51-200,2015,Real Estate,more than 1000,"Residential Construction,Quality Home Builder",https://media.licdn.com/dms/image/C560BAQFntboQSofE0g/company-logo_200_200/0?e=2132524800&v=beta&t=2CbWbBuYXpAkXs_u5G8zWXXNrWpN9oPkJ0xFp18mozg,www.cairnhomes.com,Financial
Trinity Student Managed Fund,Public Company,51-200,Undisclosed,Investment Management,more than 1000,Not Specified,https://media.licdn.com/dms/image/C560BAQH03T2WKgvl3w/company-logo_200_200/0?e=2132524800&v=beta&t=iYVtQnbzj9ERt_AxMIwEGzuXO5UPe6e3qRrBGM0b_XQ,www.trinitysmf.com,Financial
Contracting PLUS,Privately Held,51-200,2002,Accounting,more than 1000,"Accountants for Professional Contractors,Tax advice",https://media.licdn.com/dms/image/C4E0BAQH2iOovNTG90w/company-logo_200_200/0?e=2132524800&v=beta&t=AoikjO1dQo7bWOtZmpaBhDvaoNW9l0nD8Gpzxk368dk,www.contractingplus.com,Financial
Broadlake,Privately Held,2-10,2008,Venture Capital,more than 1000,"Private Equity,Venture Capital,Support Services,Niche Manufacturing,Private Investment,Management Buy Outs,Management Buy Ins,Mergers & Acquisitions",https://media.licdn.com/dms/image/C510BAQFewT4IV3glEQ/company-logo_200_200/0?e=2132524800&v=beta&t=qIP33JNsBdT_3Li77D8QwF-g1l6qMgcqYLEUOKTZgT8,www.broadlake.ie,Financial
Orion,Privately Held,2-10,Undisclosed,Accounting,500-1000,Not Specified,https://static1.squarespace.com/static/                                     543fa8a4e4b07a3fedf53cf8/t/59f7a805ec212d5a70dc4212/                                     1509403020299/fullsizeoutput_5147.jpeg,Undisclosed,Financial
"IFG Pensions, Investments & Advisory Services",Public Company,201-500,1991,Financial Services,more than 1000,"Corporate Pensions, Investments & Advisory Services,Personal Financial & Wealth Planning,Professional Trustee Services,Executive Retirement Strategies",https://media.licdn.com/dms/image/C4D0BAQH_nxdf-Pe45A/company-logo_200_200/0?e=2132524800&v=beta&t=HZqZiwsYbAAwBLASwQPp2tPe_b6k2PEWBda2cHadsqo,http://www.ifg.ie,Financial
IPSI,Privately Held,201-500,1998,Financial Services,500-1000,"Third Party Administration,IT Solutions,Solvency II,Corporate Accounting,Fund Accounting,outsourcing",https://media.licdn.com/dms/image/C560BAQHYhTHiGrQZog/company-logo_200_200/0?e=2132524800&v=beta&t=7S88oJosg48J3njaF6PsACx3ORyKXmznNnIuDKs8ieU,www.ipsi.ie,Financial
BOI Payment Acceptance,Privately Held,51-200,2015,Financial Services,more than 1000,"Card Acquiring,eCommerce solutions",https://media.licdn.com/dms/image/C510BAQF3wav4qjLytg/company-logo_200_200/0?e=2132524800&v=beta&t=zqYc0ZuJ9fVpQCbYyfDCG4ly8j8Ly9gGuRorMfOVhM8,www.boipa.com,Financial
NCB Group,Privately Held,51-200,Undisclosed,Financial Services,more than 1000,"Institutional Equities,Wealth Management,Corporate Finance,Fixed Income,Venture Capital,Investment Funds",https://media.licdn.com/dms/image/C4E0BAQE1HoBNiC4OHA/company-logo_200_200/0?e=2132524800&v=beta&t=wBlRe8HfBl108JQ9_931CUyYAjQPxxY1zOKAiIvDJPw,www.investec.ie,Financial
fire.com,Privately Held,11-50,2009,Financial Services,more than 1000,"Debit Cards,Current Accounts,Payments,Currency Exchange,Digital Account,Business Accounts",https://media.licdn.com/dms/image/C510BAQECi5AOni8ypA/company-logo_200_200/0?e=2132524800&v=beta&t=kCd09wftKYKe9kYueJSSTWiun9K9SUneWrgo4RETb-Y,https://www.fire.com,Financial
Cooney Carey,Privately Held,11-50,1983,Accounting,more than 1000,"Corporate Rescue Services,Business Development,Tax Planning,Bank Refinance,Forensic,Corporate Recovery",https://media.licdn.com/dms/image/C4E0BAQGqgTC-VD4pgg/company-logo_200_200/0?e=2132524800&v=beta&t=nd7h46nrMN2TswM9whKg3dubRwaSTEPRVhLVBNXXS2o,www.cooneycarey.ie,Financial
MyHome.ie,Privately Held,11-50,2001,Real Estate,more than 1000,"Property for Sale & to Rent,Residential Property,Rental Property,Overseas Property,Commerical Property - Sale,Lettings,Tender & Auction,Mortgages,Estate Agents,Services Directory",https://media.licdn.com/dms/image/C4E0BAQHym1P71wvBKw/company-logo_200_200/0?e=2132524800&v=beta&t=F_qER7StEVuEFLs0Z63ZDyeSQkkNC3DWrhJNxdTmI-U,http://www.myhome.ie/,Financial
FTI Treasury,Privately Held,11-50,1988,Financial Services,more than 1000,"Treasury Outsourcing,Treasury Consultancy,Treasury Services,Treasury Training",https://media.licdn.com/dms/image/C510BAQGPekLTLBhOWA/company-logo_200_200/0?e=2132524800&v=beta&t=fmz48_m0Cl_7CY5oh-e1sSrswGOfBO8I08nbAkly0VY,www.ftitreasury.com,Financial
Kerten,Privately Held,2-10,Undisclosed,Venture Capital,more than 1000,Not Specified,https://media.licdn.com/dms/image/C560BAQGTnHMq_FsKqQ/company-logo_200_200/0?e=2132524800&v=beta&t=_ALWaZ8s9d9dY5YGia_DPfKQ9R9VhldEQSHaZQINVmY,www.kerten.com,Financial
IBI Corporate Finance,Privately Held,11-50,1966,Investment Banking/Venture,more than 1000,"corporate finance advisory,joint ventures,M&A,disposals,public-to-privates,buy-outs (MBOs, MBIs, LBOs),business valuation,restructuring,privatisations and flotations,equity fundraisings,debt advisory and refinancing,strategic & other advice,growth capital,public company defence advisory",https://media.licdn.com/dms/image/C4D0BAQHqi9Hk4zLlnQ/company-logo_200_200/0?e=2132524800&v=beta&t=TTi_rl7Y001VqCsQctTeFUyNYnc0ZfyiDBgYrD6wkBE,www.ibicorporatefinance.ie,Financial
Green REIT plc,Public Company,11-50,Undisclosed,Real Estate,more than 1000,"Commercial Real Estate,Property Development,Asset Management",https://media.licdn.com/dms/image/C4D0BAQGpQQoKlV9bwg/company-logo_200_200/0?e=2132524800&v=beta&t=a9CnmrlIhWhQU4d2iVJTRsKE6nM6N4BXWEKbVpWpCnI,greenreitplc.com,Financial
Alpha Fintech,Privately Held,51-200,2011,Financial Services,more than 1000,"Global Payments,Payment Products,Global Merchant Acquiring,eCommerce Provider,Payment Processing,Global Acquiring,Payment Gateways,Fintech",https://media.licdn.com/dms/image/C4E0BAQHn3e7jDqKY7Q/company-logo_200_200/0?e=2132524800&v=beta&t=EYm92uF_BxU-rKkVasCMp25GOvLcQ3oHnCopAXB5lpg,http://www.alphafin.tech,Financial
Atlantic Bridge,Privately Held,11-50,2006,Venture Capital,more than 1000,Not Specified,https://media.licdn.com/dms/image/C4E0BAQEauP2xV9AZ1g/company-logo_200_200/0?e=2132524800&v=beta&t=3ACFWRjmRQ3o8gMHE3clSTI2DBTa4wrVXKp9vE-S__E,www.abven.com,Financial
ML Capital,Privately Held,11-50,Undisclosed,Investment Management,more than 1000,"UCITS,Hedge Funds,Alternative UCITS,Distribution,Fund Structuring,AIFMD,AIFM,europe,Sales,Ireland,Alternative Investments,Asset Allocation",https://media.licdn.com/dms/image/C4D0BAQGkHYUyJw1ngg/company-logo_200_200/0?e=2132524800&v=beta&t=29LpE0oc1DbACDHCynXlqD8MS5KKg47XcAQRlqQqWsA,www.mlcapital.com,Financial
Nexgen,Privately Held,51-200,2000,Financial Services,500-1000,Corporate Finance,https://static1.squarespace.com/static/                                     543fa8a4e4b07a3fedf53cf8/t/59f7a805ec212d5a70dc4212/                                     1509403020299/fullsizeoutput_5147.jpeg,www.nexgenfs.com,Financial
Apex Fund Services (Ireland) Ltd.,Privately Held,1001-5000,2003,Financial Services,500-1000,Not Specified,https://media.licdn.com/dms/image/C560BAQH2TpriopRpRw/company-logo_200_200/0?e=2132524800&v=beta&t=RzR_AudigeHH8nvC84J6hQ68obDdk70kXH-5HEJKQDw,http://www.apexfundservices.com/locations/ireland-dublin,Financial
Amatino ,Partnership,11-50,1993,Accounting,more than 1000,"Accounts,Auditiing,Taxation,Business Advisory,Marketing,Outsourcing Accounts & Finance Function",https://media.licdn.com/dms/image/C4D0BAQFQhIZaKhrX_A/company-logo_200_200/0?e=2132524800&v=beta&t=FuFN7naYQ3eEIiMBSjei94N1NxFD_L3cvRvSNpKi71E,www.amatino.ie,Financial
IPAV - Institute of Professional Auctioneers and Valuers,Public Company,501-1000,1971,Real Estate,more than 1000,"Professional Auctioneers,Professional Valuers",https://media.licdn.com/dms/image/C4E0BAQFPq2zfP9Ry1w/company-logo_200_200/0?e=2132524800&v=beta&t=CNMf5KKWhoX514SB5ysSGvXO0kywIEWszXmuGwheyvk,http://www.ipav.ie/,Financial
"PKF O'​Connor, Leddy & Holmes Limited",Partnership,51-200,1962,Accounting,more than 1000,"Audit & Assurance,Insolvency & Corporate Recovery,Tax Advisory & Compliance,Business Services,Corporate Finance,Payroll,Personal Tax,Finance",https://media.licdn.com/dms/image/C4E0BAQEXw4Pk1gzHpA/company-logo_200_200/0?e=2132524800&v=beta&t=FeQLlc4oXFzYIVTdsb98F41iUYNOmupZhJbjOPIEJDI,www.pkf.ie,Financial
"Office of the Comptroller and Auditor General, IRELAND",Government Agency,51-200,1866,Accounting,500-1000,Not Specified,https://media.licdn.com/dms/image/C4D0BAQGvBriHm0JIxg/company-logo_200_200/0?e=2132524800&v=beta&t=pjI9-V-iesAey0unvSwLB2XmUqauT6Cr-T93Yyx4kUU,http://www.audgen.gov.ie,Financial
Bannon,Privately Held,11-50,2005,Real Estate,500-1000,"Property management,Valuations, Rent reviews, Arbitration,Retail, Office, Investment Sales and Lettings,Asset management,Development",https://media.licdn.com/dms/image/C4E0BAQGtAfNwAXLr1g/company-logo_200_200/0?e=2132524800&v=beta&t=2SUOJsHo87N0Ig5VGGie8adfoddFbXLpfldObWn3QC0,www.bannon.ie,Financial
Quintillion Limited,Public Company,51-200,2006,Financial Services,500-1000,"Hedge Fund Administration,Middle Office Support,Investor Services,Depositary Lite Services,Risk and Regulatory Reporting,Conversion and Launch,Tax and Audit Support",https://media.licdn.com/dms/image/C4D0BAQELNvAyYHwl3A/company-logo_200_200/0?e=2132524800&v=beta&t=5tFPVXI7jYvg8H4G-2ofVfzsoWp7LvFEx_IKMs0RwEM,www.quintillion.com,Financial
Dogpatch Labs,Privately Held,11-50,2009,Commercial Real Estate,more than 1000,"coworking,inspiring collaborative communities,Providing Meeting Space,Providing Event Space,corporate innovation",https://media.licdn.com/dms/image/C4E0BAQHq8QwEWuj1NA/company-logo_200_200/0?e=2132524800&v=beta&t=iNR_fbpKcwM6zmHpBHAieacM0mtehkPPxHZTsMl9sDE,https://dogpatchlabs.com,Financial
